    1679      835      834     1598
     605     1490     1409      604
    1246      314     1247      304
     669     1459      569     1468
     831     1676      841      931
     114     1084      113     1003
    1486      590     1405      600
    1408      503     1327      504
    1444      654      554     1453
     513      512     1326     1407
    1508      625      725     1499
     414     1247      404     1246
     152     1037       52     1038
     334      344     1192     1273
    1360      540      539     1351
    1416      612      512     1407
     659     1530     1539      658
    1696      853      953     1695
     180     1153     1072      179
     503      404     1327      504
    1345      534      533     1426
    1704      863     1623      873
    1258     1259      317      327
    1432      639      539     1431
    1110     1109      132      232
     244     1111     1192      243
    1607     1526      755      745
     738      638     1511     1520
    1151      188     1070      187
     807     1573      817     1574
      43     1029       33     1030
     690     1567     1558      790
     343     1200      243     1191
     652     1443     1524      642
    1019     1100      122      132
    1021      124     1012       24
     662      562     1460     1461
    1400      595      495      594
     476     1303     1384      466
    1442     1433      641      541
    1193      344     1192      334
    1648     1639      790      890
    1636      877      887     1717
    1022     1013       24       25
     763     1615      863     1614
    1184      325      225     1185
    1380      573      563     1381
    1704      863      963     1695
     832      831     1676     1595
     208      207      307     1169
    1596      732     1515      733
    1029      133     1020       33
      41       42     1028       32
    1327      404     1328      504
     704     1571      804      705
    1336     1337      414      424
    1050     1131      166      165
    1206      348     1205      248
    1138      174      274     1139
     683      682     1560     1479
     134     1102      133     1021
    1254     1173      322      323
    1384      467      477     1385
    1707     1698      966      965
     418      408     1332     1331
     983     1714      883     1723
    1211     1202      355      354
    1002     1001      102      112
    1412     1331      508      507
     980      979     1711      970
     511      501     1325     1406
     427     1349      437     1348
    1266      335     1265      435
     375     1220     1301      374
     515      514     1328     1409
     557     1447      556     1366
     726     1582      727     1591
     652     1442     1443      642
    1201      354     1282      344
     327     1186      337     1187
     601      701     1487      611
    1450      660     1531      650
    1118     1199      242      252
    1143      268      269     1224
     763     1533      753     1614
    1296     1305      369      368
     821     1658      921      911
     131     1019       31     1028
    1600     1599      846      746
    1513      730      729     1504
      90       99     1081      100
    1516      643      743     1525
     972     1713     1712      982
    1498      624     1499      614
     705     1490      605      704
     274      174     1148     1139
     425      415     1257     1338
     214     1085     1084      114
     313      413     1254     1245
     824     1589     1670      825
    1499      715     1580      714
    1607      845     1598      745
     133     1102     1101      123
     221     1172     1091      222
    1257     1256      415      425
     284      274     1228     1147
     880     1720     1711      980
    1190     1191      232      242
     244      245     1193     1112
     222     1092     1091      122
    1272      432     1271      332
    1385      467      477     1304
     483     1309      484     1390
     303     1164      313     1165
    1460     1379      562      561
    1424      521     1415      621
     690      790     1558      780
    1042      157     1043       57
    1468     1477      679      680
      90       80     1072       89
     761      762     1622     1613
      33      133     1021     1030
     413     1327     1246      414
    1089      118      108     1088
      57     1052       67     1051
    1022      124      134     1021
     166      167     1051     1060
     348     1196     1205      248
    1072      179      189     1071
    1273      333      343     1192
    1167      305     1166      205
    1312      376      476     1311
    1616      865     1617      765
     323     1264     1255      324
     603      602      702     1488
    1256     1247      414      314
    1190      231      232     1181
    1012       14       13       23
    1622     1623      862      762
    1416     1407      513      613
    1355     1364      445      444
    1572      816     1573      716
    1101     1102      233      223
    1030      134      133     1021
    1325      401      411     1244
      38     1026       29       39
     252     1119     1200      242
     213      113     1083     1092
     518     1340     1331      517
    1175      315      314     1166
     223     1092     1173      222
     226     1095      216     1176
     358     1215     1296      359
     491     1397      581      481
     825      826     1662     1581
    1667      832      831     1676
     139     1036      140     1027
     243     1192      244     1201
     354     1202     1283      344
    1080     1079       98       88
    1454     1535      664      654
    1231      287     1232      277
     664     1463      564     1462
    1586     1595      831      832
      22     1010      122     1019
    1096      126      116     1095
     524     1337      424     1346
     253     1209      353     1210
    1229      274      275     1220
     111      121     1091     1010
    1355      434      444     1274
    1498      614     1499      714
    1532      652      752     1523
    1336      514      414     1337
    1605      843      842     1596
     611      601     1406     1487
     197      296     1159      297
     117     1087     1088      217
      79      179     1072     1071
    1624      773     1633      774
     628      528     1421     1430
    1283     1364      454      444
    1247      405     1328      404
    1245      313     1164      312
     114     1085     1004      115
    1282      344      444     1273
      34       33     1021     1030
     822      812     1659     1658
     832      732     1595     1596
    1336      414     1255      424
    1264      424      324     1265
    1164      213      313     1165
    1373      555     1454      554
    1112     1111      134      234
     214      215     1085     1094
     674     1462     1463      664
     450     1360     1369      449
     340     1270      339     1189
     139     1035     1116      149
     215      205     1166     1085
    1634      775     1553      785
     356     1204     1203      256
    1463      574      564     1462
    1604      752     1605      742
    1596      732      742     1515
    1358      547      537     1439
    1373      555      554     1364
    1172     1173      222      322
    1171      220     1090      219
     244      344     1192     1193
     353      352     1200     1281
    1049     1040      154       54
    1541      772     1542      672
    1282     1283      454      444
    1012      114     1013      124
     215     1166      214     1085
     312      311     1172     1163
     613     1408      614     1489
    1255     1256      324      424
    1634      775      875     1625
    1264     1345      433      423
     724     1508      725     1499
    1288      450     1369      449
     514     1328     1327      414
     171       71     1064     1055
    1031      134     1030       34
     153     1120      143     1039
     955      855     1697     1698
     231     1181      331      321
     999     1728      899     1729
     515     1409     1328      505
     918     1664     1665      818
    1041      145     1122      155
     413     1336     1327      414
     226     1185     1186      236
    1083      102     1082      112
     222     1101      223     1092
    1254      313      323     1255
     123     1012     1011       23
     202      201     1082      102
    1031      135     1022       35
    1092     1083      212      112
     631      731     1505     1514
     724      624     1499     1498
    1338      415     1329      515
     511      501     1406      601
     612     1487      611     1406
     714      614     1499     1490
     347     1277      337     1196
    1418     1409      515      615
    1658     1649      911      811
     412     1334     1325      512
    1498      713     1489      714
     433     1353     1344      533
     522      512     1334     1335
     413      423     1335     1336
    1418      515      525     1419
    1590     1581      726      826
     751     1532      752     1523
     253     1119     1200      252
    1245      412     1244      402
    1667     1586      821      831
    1083      213     1084      113
     116     1086      115     1005
      26     1023       35       25
     431      421      331     1262
     213     1093     1174      214
    1174      214     1165      213
     424     1256      324     1265
     224     1175      214     1094
    1021      124       24     1022
     114      115     1004     1013
    1694      952      961      951
     675      676     1464     1473
     703     1489     1570      704
    1048      154      164     1129
    1163      201     1082      202
     419     1333      519     1332
    1668      932      923      933
     324      314     1255     1174
     321     1181      331     1262
     953     1686     1687      943
     863     1615      853     1614
    1326      403     1327      503
     603     1489      703      604
    1613      852      862     1694
    1203      356     1284      346
     838     1602      738     1601
    1620      769     1539      768
    1462      563      663     1461
    1384      467     1375      466
    1394      477     1313      478
     232     1100      231     1109
    1201     1202      354      344
    1192      234     1111      244
    1516     1517      744      734
    1603      850      849     1684
     530      520     1342      430
     256      266     1131     1212
     133     1102      233     1101
    1379     1298      461      471
    1334      411     1253      412
     545     1445      544     1436
     821     1667      831      921
     906      905      915     1653
     645      635     1436     1437
     295     1158     1157      195
     427      327     1258     1267
     934     1678      944     1679
     323     1182     1263      333
     133     1102      123     1021
      72       73       82     1065
     222     1092      122     1101
    1596     1515      743      733
     703     1570      803      704
    1516      634     1517      734
     823     1668     1669      833
    1099     1098      229      129
     921     1667      931      922
     804      803     1570      704
     804      803     1651     1570
     772     1623      762     1542
     150      140      240     1117
     692     1479      592      593
     824      834     1670     1589
     441      341      351     1280
     623     1498      723     1497
     824      825     1580     1589
     911     1658      912     1649
    1005      115      105     1086
     744     1526     1607      745
    1427      624      634     1426
    1208      352      252     1209
     815     1652      915     1661
     742      741     1595     1604
    1489      614     1490      604
     911      921      912     1658
     646      636     1438     1519
    1613     1604      851      751
    1688     1607      855      845
     963      953      962     1695
    1624      763     1543      764
     392     1317      393      492
     513      413     1327     1326
     808      807     1574      708
    1435      634     1426      534
     832      732     1596     1587
    1589     1590      825      725
    1408     1417      613      614
    1704      973      972      963
    1274     1275      435      335
    1432      629     1431      529
     942      842     1676     1685
    1192     1193      234      244
    1123      156     1122      256
    1111     1102      134      234
     724     1499      725     1580
     612      613     1488     1407
     228     1106     1107      128
     942     1677      943      933
    1454      654      655     1535
     721      722     1577     1496
    1091      112     1010      122
     493     1318      394      494
     754     1525      744     1606
    1613      852      851     1604
     843     1606      743     1605
     143     1120     1111      144
    1247      305      405      404
     477     1384     1393      476
     814     1580      815     1571
    1557     1556      688      678
     566      466     1374     1383
     354     1283      454     1282
     861     1613      862     1694
     615      515     1410     1409
     279      379     1224     1225
    1239     1158      295      296
     334      434     1273     1264
    1544      765     1545      775
    1478      581     1469      681
     502     1325      402      501
     725     1580     1581      825
     159      158     1134     1053
     226     1176      326     1185
     929      939     1675     1674
     928     1673      938     1674
    1402     1403      597      587
     776     1555     1546      676
     128     1025     1026       28
     480     1387     1306      470
    1303      467      367     1304
    1513     1594      729      730
    1423      620     1504      619
    1022     1021      134       34
     470     1387      469     1378
    1377     1368      558      458
     486      487     1312     1321
     858      758     1611     1610
     918      928     1665     1664
     418     1259      417     1340
     836     1590     1671      835
     386     1240      396     1321
    1462      673     1471      573
     556     1447     1446      546
     262      263     1209     1128
    1183     1264      323      324
    1713      983      982      973
     203     1083     1164      213
    1479      583      582     1398
     893     1642      793      794
    1291      353      453     1290
    1677      833     1678      933
    1352     1271      441      442
     107     1006     1007        7
     213      214     1165     1084
    1596      833     1587      733
     323      223     1173     1182
     486     1393      476     1312
     484      485     1310     1319
    1515      733      633     1516
    1405      500      490     1324
    1686     1677      843      943
     943     1677     1678      933
    1670     1661      924      824
     772     1623      872     1622
    1282      444     1363      443
    1029      133       33     1030
    1312      487      387     1321
    1390     1391      484      584
    1622     1613      862      861
     664      663     1462     1453
     444     1364      445     1283
     554      564     1373     1372
     872     1713     1712      972
     871     1712      971     1703
     474     1309      473     1390
     593     1398      592      493
    1634      884      784     1633
    1551      772     1632      782
    1606      753      743     1605
    1141     1150      277      177
    1640     1631      881      781
    1559     1550      682      782
     782     1632      882     1631
     199      198       99     1080
     650      550     1450      560
     524      624     1427     1426
     946     1680      936      945
    1390      584      484     1399
     874     1715     1706      875
    1573      707      706     1492
    1533      662      652     1532
     663     1533      763     1542
    1265      434     1274      334
     243      233     1110     1111
     882     1631      881     1640
     674     1544      664     1463
     194      294      293     1156
    1111      234     1192      233
     388      389     1314     1233
     435      335     1265     1274
     303     1245     1246      313
    1625      765     1616      764
     864      874     1625     1624
     692     1479     1478      592
     662     1451      652     1532
     675      665     1464     1545
    1317      383      393     1318
     573      673     1471     1470
     412     1326     1325      402
    1474      687      677     1475
     872      882     1631     1712
    1244      401      411      311
     223     1102      233     1183
    1643      794     1642      894
    1310      484     1319      384
     466     1383      476     1302
    1470     1551      673      683
    1461     1380      563      562
     732      731     1595     1514
     861      862     1703     1694
    1614      753     1615      853
    1103      124     1022      125
     343      344     1273     1192
    1316      392      492     1317
    1469     1460      672      671
     212      202     1082     1083
     141      231     1109      241
    1066      184       84     1075
    1039       43       44     1030
    1535      655      665     1536
    1527      645      646     1518
    1371     1362      452      453
    1291      364      354     1210
     391     1316      491      481
     483      383     1317     1318
    1012       13     1011       23
     136      137     1024     1033
    1111      133     1110      143
     651      751     1532      661
    1470      572     1389      573
     413      414     1246     1255
     133      233     1110     1101
    1201     1192      244      344
     143     1120      144     1039
    1306     1305      469      479
    1052      157     1133      167
     269     1144     1135      169
     411      311      321     1253
    1083      202     1082      102
     382     1308      372     1227
      22     1010     1019       21
     126     1104      125     1095
    1272      342     1271      442
     761     1613     1622      861
     783     1632     1551      773
     242     1190     1109      232
     244     1202      344     1193
     244     1202     1201      344
     351     1208      261      361
     383     1309     1318      483
    1145      271     1136      272
    1190     1191      242      342
    1280      441     1271      442
     244     1121      144     1120
    1373      554      454     1364
    1452      562      662     1461
    1712      881      871      971
     481     1307     1316      482
     593     1399      493      494
    1282     1283      444      344
    1301     1220      364      374
     572      573     1380     1389
    1374     1365      556      555
     168     1052     1053      158
    1227      373      372     1218
    1111     1102      234      233
     161     1046     1127      151
     875      775     1626     1625
    1137     1146      172      272
    1051     1052       67      167
     582     1469     1470      682
    1220      375     1229      374
     424     1337      425     1346
    1245      303      302     1164
     452     1371      552     1362
     533      523     1345     1426
    1517      635      645     1518
    1337     1256      424      425
     345     1202     1193      344
     664     1454      564     1463
     474      574     1391     1390
    1097      118      117     1016
     435     1275     1266      335
     464     1373      454     1292
    1112     1121      245      145
    1235     1236      292      392
    1372      454     1363      453
     122      123     1011     1020
      47     1033       37     1034
    1129      253      254     1210
    1019     1100      121      122
    1037      142       42     1038
     144     1111     1030      134
     994     1723      993      894
    1389     1308      482      483
     263     1137     1218      273
      45      145     1031     1032
      82     1064     1073       81
     679     1549     1548      669
     393     1237      394     1318
    1003      104     1004      114
      33     1020       23     1021
     233      133     1110     1111
    1120      253     1201      254
     243     1111     1110      143
    1020       23       32       33
    1039      154     1040       54
     333     1191     1192      233
     204     1165      304     1166
     228      238     1107     1106
     582     1470     1389      583
     457      467     1376     1295
    1081      199       99     1080
    1372      463     1371      563
     279     1143     1224      278
    1314      379      378     1233
     162     1055     1056       62
     269     1225      279     1224
     463     1381     1380      563
    1055      161      171       71
     173      183     1146     1147
    1581      816     1662      815
     851     1604     1685      841
    1144      180      270      170
     475     1310      375     1301
    1064      181     1073       81
    1077      195      185     1158
    1151      288     1152      188
     334      434     1274     1273
     196     1078       97      197
    1553      675      674     1472
     355     1283     1292      354
    1290      352     1209      353
    1122     1121      245      255
     564     1463     1382      574
    1313      487      387     1312
     555     1445     1454      554
    1372      463     1291      453
    1372     1371      463      453
     295     1158      196      296
    1300      364     1291      363
     165      265     1139     1130
     199      298      198     1161
     854     1697     1616      864
     244     1121      245     1112
     478      477     1313     1304
    1160     1079      188      187
    1286      348     1205      358
    1401     1402      496      596
     285      284     1148     1229
     746      747     1519     1528
    1302     1293      365      366
    1382      574     1463      575
     888     1646      898     1647
    1364     1365      445      455
     265      365     1220     1211
      79     1062     1071       78
     652      651     1523     1532
    1067      185     1068       85
     497     1403      597     1402
      99     1080       98       89
     244     1202     1193      245
     978     1710      968     1709
    1041     1050       55      155
      56       66     1050     1051
    1031     1112      144      134
     144      244     1111     1112
    1625      774     1544      764
    1056      162      172     1055
    1056     1137      173      172
     144     1112     1111      134
     384      484     1319     1318
     334      344     1273     1274
    1041      156     1050      155
    1143     1134      269      268
     640     1513     1522      639
    1688      855     1689      845
     364      264     1220     1211
    1052      167     1133      168
     183     1074     1065      182
      82     1074      182     1065
     334     1193     1184      234
    1214      368      268     1223
    1381     1300      473      474
     186      176     1069     1150
      82      182     1073     1064
    1602     1601      748      738
    1243      300     1162      299
     217     1096     1177      227
    1241     1160      288      287
    1301      364     1300      374
    1299      363      373     1300
     363      364     1291     1210
    1291      463      363     1290
    1560      683     1561      783
     584     1400      484     1399
    1373      465     1382      565
    1286     1287      348      358
     254     1130     1211      255
     236     1113      235     1194
    1437      545      546     1356
    1560      693      692      792
     474      464     1381     1300
     168     1052       68     1053
    1081     1080       99       89
     189      179     1153     1152
    1150      187      287     1151
     560     1459      559     1450
    1534     1543      763      764
     486     1312      476     1311
    1323      388      389     1314
    1080      188       88     1071
     517     1331     1412      507
    1727     1726      897      887
     899     1648     1729      889
      69     1054      169     1053
    1061      178       78     1070
    1144     1153      180      179
     488     1322      498     1323
    1174     1183      323      324
     758     1619      757     1610
      70     1063       79       69
     458     1286     1287      448
    1268      327      337     1187
    1381     1462      574      573
     379     1225     1306      369
     189      190     1081     1162
    1184     1265      334      324
    1451      651      652     1532
    1222      367     1223      377
    1201      353     1200      343
    1202      345     1203      355
    1095      126      226     1096
     430     1342     1261      420
      69       68       59     1053
     229     1108      230     1099
      70      160     1054       60
    1140     1141      176      276
      78       77     1061     1070
     794      694     1562     1561
     260     1216      360      270
    1062      179     1071      178
    1628      767      768     1619
    1063     1062       79       69
     398      399     1242      299
     268      267     1214     1223
    1133      267      268     1142
      70     1054     1063       69
    1207      359      360     1216
    1706     1625      875      865
    1720      979     1711      980
     770     1540     1621      769
     847     1690      857     1609
    1676      842      841     1685
    1063      170     1144      169
    1297      459      460     1378
     480      570     1387      470
    1693      949     1692      849
    1695      863      853     1614
     416      415     1248     1329
     294     1238     1237      284
     471      371     1298      461
     464     1381     1300      463
     338      438     1278     1277
     675     1472     1463      674
    1296      468     1305      368
     556      546     1365     1366
     380     1225     1306      379
    1386      568      468     1377
    1206      258      259     1125
    1443      553      653     1444
     888     1638     1647      889
    1672     1673      937      927
    1728      898      998      899
     857     1700     1619      867
    1622     1703      872      871
     888     1719     1718      878
     586     1402      596     1483
    1410      505     1329      506
    1725     1644      895      896
    1704     1713      972      973
    1648      900      899     1729
     853      753     1606     1605
    1718      887      987     1727
    1608      845     1607      745
     858     1701      859     1620
     804      814     1652     1571
    1306     1387      469      470
     390      300      290     1243
      86     1078       87       96
     467      468     1295     1304
    1707     1716      975      976
     605     1490      615     1409
    1497      713     1488      613
     380      370     1306     1225
     573     1471      574     1390
    1301     1302      365      375
    1522      649      749     1531
     755     1527     1608      745
    1239      286     1158      296
     759     1539      659     1530
     998     1728      999      989
    1144      269     1225      279
     599     1486      600      699
     866     1708     1707      966
     880     1630     1639      780
     619     1413     1414      609
     765      755     1536     1617
     790     1639     1648      789
    1517      645      745     1518
    1548      669     1539      668
     466      467     1375     1294
     555     1445     1364      545
    1423      619      629     1422
     554     1454      564     1453
     885      785     1635     1634
     760      670     1540      770
     888     1719      878     1638
    1188     1179      328      228
     788     1556      688     1557
    1566      788      688     1557
    1398      482      582     1397
     748     1611     1530      758
     869     1702      870     1711
    1198     1189      339      239
    1567     1558      790      789
     689     1558      679     1477
     855     1608     1689      845
     483     1398      493     1317
     997     1726     1727      987
     865      965     1707     1706
     659      658     1539     1458
     554     1454     1373      564
    1565     1556      688      788
     167      267     1142     1141
    1629     1638      879      779
     988      997     1727      987
     886     1645      896     1726
     871      971      961     1703
     773      673     1552     1543
    1589      735     1590      725
    1720      989      979      980
     840     1684      850     1603
     923      823     1669     1660
     890     1720      980      990
    1696     1697      864      964
    1698     1617      855      865
     703     1489      704      604
     753     1534      763     1615
     655     1526      645     1527
     779     1639     1630      780
     946     1681      937      936
     925      916     1662      926
     790      880     1639      780
    1322      387      397     1241
    1322      487      387     1313
    1707      966      975      965
     855     1607     1608      845
    1710      969      869     1711
     119     1008       19     1009
    1366      457      456     1375
     978      987      988     1718
     645     1437     1436      545
     362      363     1299     1290
    1291      463     1290      453
    1517     1436      645      635
    1618      866     1627      766
     524      525     1346     1427
     857      867     1619     1618
    1342      520     1423      519
    1609      757     1610      747
    1598      745     1599      735
     658      657     1538     1457
    1462     1471      574      573
    1476     1477      679      579
     680      580     1477      590
    1017     1026      128      129
     347     1286     1205      357
     357      457     1295     1294
     767      757     1537     1538
     687     1484     1565      688
     579     1395      479     1386
     324      325     1175     1184
     905      914      915     1652
