     137      302      320
      83       82      250
     297      113      132
     105      290      124
     242       74      260
      37       36      207
      44      213       25
     234       47       66
      85      252       66
     217      199       29
     246      247       79
     235       67      253
     138      157      320
     227       59      245
     233       64      232
     321      157      138
      97      281      263
     301      117      283
      81      248       62
     311      146      310
     163      327      164
     165      164      328
     324      161      160
     293      127      108
     278      279      112
     295      111      130
     242      224       55
     202       31       12
     106      290      105
      37       18      208
     205       35       34
      19      208       18
      21      210       40
      59       60      246
     212       24       43
      44       45      232
      46      216       47
     217       47       28
      27      197        8
      65      233       46
      69      255      237
     216      198       28
     202       12       13
     235       47       48
      49      236       48
     233      251       64
     233      232       45
      85      270       84
     104      288      103
      83       84      269
     308      124      290
      85      271      270
     291      106      107
      61      247      229
     264       97       78
     245       58      227
      43      231       62
      63       82      249
      83      250      251
     250       63      232
     317      153      134
     154      335      317
     282      300      116
     156      320      157
      98       97      264
     120      304      139
     343      162      344
     154      173      335
     137      156      319
     317      134      299
     339      176      157
     173      172      335
     338      157      176
     305      141      323
     160      341      159
     306      122      288
     163      162      326
     181      180      343
     342      160      161
     306      123      307
     321      139      158
     120      285      101
     267       81      249
     284       99      100
     102      268      269
     122      306      305
     124      307      289
     142      161      324
     310      146      328
     143      162      325
     127      311      310
     291      309      125
     312      294      129
     291      126      309
     165      328      146
     310      145      309
     126      310      309
     345      182      344
     145      328      164
     164      327      145
     348      167      186
     330      312      148
     329      166      165
     182      181      344
     298      132      113
     347      165      166
     187      350      188
     350      169      351
     314      149      313
     128      109      294
     313      149      331
     168      149      332
     313      130      314
     333      150      315
      75       94      261
     170      334      352
     280      298      113
      75       74      243
     126      107      292
     279       94      113
     225       36       37
     280       94      262
      75      261       74
     226      208       38
      71      240      258
      88      274      273
     257       89      256
     257       90       89
     240       52      222
     275      108      274
      90      109      275
     314      296      131
     199       10       29
     199        9       10
      10       11      200
      51      239      238
     219       50       49
     204       34      222
     240       53       72
     206       36      224
      35      206      224
      54      241       53
     244      226       57
     244       75       56
      16      206      205
      17      207      206
     226       37      208
      56      243       55
     191        1        2
     192       21        2
       3      192        2
     229       42      230
     229      230       61
     191       20        1
      21      192       22
     191      209       20
     209      227       39
     191       21      209
     191        2       21
      21       40      209
      41      211      229
      22      211      210
      24      194        5
      22      193      211
     193        4      194
      23      212      211
     211      212       42
      42      212       43
      23      193      194
      21       22      210
     192        3      193
     211      193       23
      22      192      193
     193        3        4
     195       24        5
      24       23      194
     194        4        5
     196       25        6
     250      232       64
     196        6        7
     195        5        6
     197      196        7
      26      214       25
       8      197        7
     215       45      214
     198       27        8
       9      198        8
       9      199       28
     216       28       47
     198        9       28
     197       26      196
     197       27       26
      27      215       26
     252       65      234
      27      216       46
      27      198      216
     199      217       28
      48      236       67
     196       26       25
      26      215      214
     232       63       44
     195        6       25
      25      213      195
     212       23       24
      42       43      230
      44       25      214
      24      213       43
      24      195      213
      81       62      249
      43      213      231
      45       44      214
     231      213       44
     231       63      249
     231       44       63
     215       46       45
      65      251      233
      45       46      233
     215       27       46
      47      234       46
     252       84       65
     252      234       66
      65       46      234
      47      235       66
      47      217       48
     122      287      103
      84      252       85
     253       85       66
     253       67       86
     235      253       66
     274       88       89
     123      104      289
      85      253       86
     251      250       64
      82       63      250
     287      121      102
     286      304      120
      84       83      251
     268       82       83
     269       84      270
     251       65       84
      78       79      264
      59      227       40
     247      265       79
     119      285      303
     248       80      247
     265      247       80
      82      267      249
     267      285      100
      41      229      228
     211       42      229
      62      248       61
     248      247       61
     230       62       61
      81       80      248
      43       62      230
     231      249       62
     209       39       20
     209       40      227
      39      227       58
      40      228       59
     210       41       40
     229      247       60
      40       41      228
     210      211       41
      60       59      228
      78      263      245
     246       60      247
     228      229       60
      78      246       79
      78       59      246
     263       77      245
      78      245       59
      77       58      245
     281       96      263
      97      263       78
      96       77      263
      98      282       97
     115       96      281
     265      264       79
     265       98      264
      99      283      265
     282      116       97
     137      319      301
      98      265      283
      80      266      265
     284      118       99
     265      266       99
      80       81      266
     283      117       98
     301      300      117
      98      117      282
     283      118      301
     302      118      284
     283       99      118
     266      100       99
     119      303      138
     299      115      281
     115      299      134
     300      282      117
     281      116      299
     281       97      116
     318      154      135
     135      116      300
     172      153      335
     116      135      299
