       1        2      101
       1       11        2
       1      101       11
       2        3      102
       2       11       12
       2       12        3
       2      102      101
       3        4      103
       3       12       13
       3       13        4
       3      103      102
       4        5      104
       4       13       14
       4       14        5
       4      104      103
       5        6      105
       5       14       15
       5       15        6
       5      105      104
       6        7      106
       6       15       16
       6       16        7
       6      106      105
       7        8      107
       7       16       17
       7       17        8
       7      107      106
       8        9      108
       8       17       18
       8       18        9
       8      108      107
       9       10      109
       9       18       19
       9       19       10
       9      109      108
      10       19       20
      10       20      110
      10      110      109
      11       21       12
      11      101      111
      11      111       21
      12       21       22
      12       22       13
      13       22       23
      13       23       14
      14       23       24
      14       24       15
      15       24       25
      15       25       16
      16       25       26
      16       26       17
      17       26       27
      17       27       18
      18       27       28
      18       28       19
      19       28       29
      19       29       20
      20       29       30
      20       30      120
      20      120      110
      21       31       22
      21      111      121
      21      121       31
      22       31       32
      22       32       23
      23       32       33
      23       33       24
      24       33       34
      24       34       25
      25       34       35
      25       35       26
      26       35       36
      26       36       27
      27       36       37
      27       37       28
      28       37       38
      28       38       29
      29       38       39
      29       39       30
      30       39       40
      30       40      130
      30      130      120
      31       41       32
      31      121      131
      31      131       41
      32       41       42
      32       42       33
      33       42       43
      33       43       34
      34       43       44
      34       44       35
      35       44       45
      35       45       36
      36       45       46
      36       46       37
      37       46       47
      37       47       38
      38       47       48
      38       48       39
      39       48       49
      39       49       40
      40       49       50
      40       50      140
      40      140      130
      41       51       42
      41      131      141
      41      141       51
      42       51       52
      42       52       43
      43       52       53
      43       53       44
      44       53       54
      44       54       45
      45       54       55
      45       55       46
      46       55       56
      46       56       47
      47       56       57
      47       57       48
      48       57       58
      48       58       49
      49       58       59
      49       59       50
      50       59       60
      50       60      150
      50      150      140
      51       61       52
      51      141      151
      51      151       61
      52       61       62
      52       62       53
      53       62       63
      53       63       54
      54       63       64
      54       64       55
      55       64       65
      55       65       56
      56       65       66
      56       66       57
      57       66       67
      57       67       58
      58       67       68
      58       68       59
      59       68       69
      59       69       60
      60       69       70
      60       70      160
      60      160      150
      61       71       62
      61      151      161
      61      161       71
      62       71       72
      62       72       63
      63       72       73
      63       73       64
      64       73       74
      64       74       65
      65       74       75
      65       75       66
      66       75       76
      66       76       67
      67       76       77
      67       77       68
      68       77       78
      68       78       69
      69       78       79
      69       79       70
      70       79       80
      70       80      170
      70      170      160
      71       81       72
      71      161      171
      71      171       81
      72       81       82
      72       82       73
      73       82       83
      73       83       74
      74       83       84
      74       84       75
      75       84       85
      75       85       76
      76       85       86
      76       86       77
      77       86       87
      77       87       78
      78       87       88
      78       88       79
      79       88       89
      79       89       80
      80       89       90
      80       90      180
      80      180      170
      81       91       82
      81      171      181
      81      181       91
      82       91       92
      82       92       83
      83       92       93
      83       93       84
      84       93       94
      84       94       85
      85       94       95
      85       95       86
      86       95       96
      86       96       87
      87       96       97
      87       97       88
      88       97       98
      88       98       89
      89       98       99
      89       99       90
      90       99      100
      90      100      190
      90      190      180
      91      181      191
      91      191       92
      92      191      192
      92      192       93
      93      192      193
      93      193       94
      94      193      194
      94      194       95
      95      194      195
      95      195       96
      96      195      196
      96      196       97
      97      196      197
      97      197       98
      98      197      198
      98      198       99
      99      198      199
      99      199      100
     100      199      200
     100      200      190
     101      102      201
     101      201      111
     102      103      202
     102      202      201
     103      104      203
     103      203      202
     104      105      204
     104      204      203
     105      106      205
     105      205      204
     106      107      206
     106      206      205
     107      108      207
     107      207      206
     108      109      208
     108      208      207
     109      110      209
     109      209      208
     110      120      210
     110      210      209
     111      201      211
     111      211      121
     120      130      220
     120      220      210
     121      211      221
     121      221      131
     130      140      230
     130      230      220
     131      221      231
     131      231      141
     140      150      240
     140      240      230
     141      231      241
     141      241      151
     150      160      250
     150      250      240
     151      241      251
     151      251      161
     160      170      260
     160      260      250
     161      251      261
     161      261      171
     170      180      270
     170      270      260
     171      261      271
     171      271      181
     180      190      280
     180      280      270
     181      271      281
     181      281      191
     190      200      290
     190      290      280
     191      281      291
     191      291      192
     192      291      292
     192      292      193
     193      292      293
     193      293      194
     194      293      294
     194      294      195
     195      294      295
     195      295      196
     196      295      296
     196      296      197
     197      296      297
     197      297      198
     198      297      298
     198      298      199
     199      298      299
     199      299      200
     200      299      300
     200      300      290
     201      202      301
     201      301      211
     202      203      302
     202      302      301
     203      204      303
     203      303      302
     204      205      304
     204      304      303
     205      206      305
     205      305      304
     206      207      306
     206      306      305
     207      208      307
     207      307      306
     208      209      308
     208      308      307
     209      210      309
     209      309      308
     210      220      310
     210      310      309
     211      301      311
     211      311      221
     220      230      320
     220      320      310
     221      311      321
     221      321      231
